Zip Code,SizeRank,MsaName,2019 Average Rental Price,Total Occupied Housing Units %,Total Vacant Housing Units %,Vacancy Rate,Rental Vacancy Rate %,1 Unit_Detached %,Total 1Unit attached ,1 Unit_Attached %,2 Units %,3 to 4 Units %,5 to 9 units % ,15 to 19 units % ,20 or more units % ,Total population,Median age (years),Sex ratio (males per 100 females),Under 5 years (%),5 to 9 years (%),10 to 14 years (%),15 to 19 years (%),20 to 24 years (%),25 to 29 years (%),30 to 34 years (%),35 to 39 years (%),40 to 44 years (%),45 to 49 years (%),50 to 54 years (%),55 to 59 years (%),60 to 64 years (%),65 to 69 years (%),70 to 74 years (%),75 to 79 years (%),80 to 84 years (%),85 years and over (%),Median household income in the past 12 months (2019 inflation-adjusted $),Below the poverty level in the past 12 months (% population 20-64 years),Disability (% population 20-64 years),Labor Force Participation Rate (16+ years old),Labor Force Participation Rate (% population 20-64 years old),Employment/Population Ratio (16+ years old),Employment/Population Ratio (20-64 years old),Unemployment rate (16+ years old),White (% of population 16+),Black (% of population 16+),American Indian and Alaska Native (% of population 16+),Asian (% of population 16+),Native Hawaiian and Other Pacific Islander (% of population 16+),Other race (% of population 16+),Two or more races (% of population 16+),Hispanic (% of population 16+),White not Hispanic (% of population 16+),Less than high school graduate (% population 25-64),High school graduate (% population 25-64),Some college or associate's degree (% population 25-64),Bachelor's degree or higher (% population 25-64),Total in Labor Force (% of Sample Population),Total Not in Labor Force (% of Sample Population),Total in Labor Force and Employed (% of Sample Population),"Total in Labor Force, Employed, and With Health Insurance (% of Sample Population)","Total in Labor Force, Employed, and With Health Insurance  - Private Health Insurance  (% of Sample Population)","Total in Labor Force, Employed, and With Health Insurance  - Public Health Insurance (% of Sample Population)","Total in Labor Force, Employed, and With No Health Insurance (% of Sample Population)",Total in Labor Force and Unemployed  (% of Sample Population),"Total in Labor Force, Unemployed, and With Health Insurance (% of Sample Population)","Total in Labor Force, Unemployed, and With Health Insurance - Private Health Insurance (% of Sample Population)","Total in Labor Force, Unemployed, and With Health Insurance - Public Health Insurance (% of Sample Population) ","Total in Labor Force, Unemployed, and With No Health Insurance (% of Sample Population)",Total Not in Labor Force (% of Sample Population),Total Not in Labor Force and With Health Insurance (% of Sample Population),Total Not in Labor Force and With Health Insurance - Private Health Insurance (% of Sample Population),Total Not in Labor Force and With Health Insurance - Public Health Insurance (% of Sample Population),Total Not in Labor Force and With No Health Insurance (% of Sample Population),Total Population 18 to 24 Years Old,Less than high school graduate - Ages 18 to 24,High school graduate (includes equivalency) - Ages 18 to 24,Some college or associate's degree - Ages 18 to 24,Bachelor's degree or higher - Ages 18 to 24,Total Population 25 Years Old and Over,Less than 9th grade - Ages 25+,"9th to 12th grade, no diploma - Ages 25+",High school graduate (includes equivalency) - Ages 25+,0
27405,740,"Greensboro, NC",1401.583333,85.1,14.9,2,9.6,60.8,484,2.2,3.1,5.1,14.7,5.4,4.3,48879,34.9,87,7.6,7.5,8,6.2,5,8.1,7.9,7.4,6.3,7.1,5.5,6.6,4.9,4.5,2.8,2.2,1.2,1.3,37528,21.67124526,12.76558751,62.6,74.8,58.4,69.9,6.7,33.05432552,55.14094395,0.364510206,4.779133816,0,3.898909169,2.762177341,9.358462037,26.84145156,17.23914945,29.29362091,31.7699418,21.69728784,74.39503055,25.60496945,69.51090481,55.17935766,50.28499266,6.873954742,14.33154715,4.884125738,3.064951022,1.829413973,1.409604423,1.819174716,25.60496945,21.34543841,9.570292501,13.89467217,4.259531042,74.39503055,25.60496945,69.51090481,55.17935766,50.28499266,6.873954742,14.33154715,4.884125738,3.064951022,
34952,745,"Port St. Lucie, FL",1248.416667,80.1,19.9,3.9,9,53.3,838,3.9,0.9,3.8,6.6,7.2,5.1,41567,50.5,89.2,4.1,4.5,4.6,3.9,4.9,7,5.3,5,4.8,5.3,6.1,6.5,7.8,8,7.3,5.9,4.2,4.8,47770,12.25364964,11.0310219,54.2,78.4,50.7,73.5,6.3,85.46602593,9.717255253,0.229101475,1.360639249,0,1.556213679,1.670764417,15.45876173,72.49385338,8.223105165,35.18583715,37.41387115,19.17718654,77.99728752,22.00271248,73.25949367,59.97287523,55.37070524,6.654611212,13.28661844,4.737793852,1.839963834,1.338155515,0.560578662,2.897830018,22.00271248,18.3363472,12.28300181,9.118444846,3.66636528,77.99728752,22.00271248,73.25949367,59.97287523,55.37070524,6.654611212,13.28661844,4.737793852,1.839963834,
27616,747,"Raleigh, NC",1468.458333,95.1,4.9,1.2,5.4,58.7,2573,12.6,0.4,2.4,6,4.3,10.3,55128,33.4,88.4,7.5,7.4,7.9,6,5.9,8.9,9.4,8.7,7.2,7.9,6.6,5.6,3.9,2.8,2.1,0.8,0.8,0.5,70533,8.58810529,6.329867112,76.4,84.1,71.6,79.7,6.2,41.82805517,36.25594695,0.562256716,7.597674083,0.146571195,9.539141718,4.070354174,18.34542746,35.65764813,10.36075396,15.55673449,29.36587193,44.71663962,83.86780288,16.13219712,79.32107417,66.17424455,63.70746202,4.650445703,13.14682962,4.54672871,2.671413354,2.211694792,0.555026069,1.875315356,16.13219712,12.20777036,9.443852666,3.980489993,3.924426753,83.86780288,16.13219712,79.32107417,66.17424455,63.70746202,4.650445703,13.14682962,4.54672871,2.671413354,
85205,748,"Phoenix, AZ",1425.208333,77.8,22.2,1.5,3.6,51.9,1635,7.2,0.9,4.6,5,3.5,2.4,43135,49.3,88,5.5,5.2,5.5,5.1,5,5.6,5.4,3.7,4.9,5.4,7,6.7,6.8,8.4,7.2,5.6,3.7,3.3,55699,11.32474701,10.53817847,54,77.1,51.1,73,5.3,91.28460935,2.34558906,1.193812353,1.432014348,0.196166349,1.984082502,1.56372604,11.53458132,81.96670777,7.163265306,23.54081633,40.1122449,29.18367347,77.26509686,22.73490314,73.14550157,63.25938025,57.43387324,7.336327753,9.886121319,4.1195953,2.785717526,1.338414772,1.52896874,1.333877773,22.73490314,19.66335466,12.50850687,8.992332471,3.071548478,77.26509686,22.73490314,73.14550157,63.25938025,57.43387324,7.336327753,9.886121319,4.1195953,2.785717526,
21206,750,"Baltimore, MD",1271.5,89.1,10.9,2.8,7.3,36.9,7477,34.2,3.5,2,7.1,14.2,2,52020,36.4,83.6,6.7,6.7,7.1,5.9,5.9,7.5,8.5,6.4,6.2,6.8,6.5,6.4,7.4,4.6,3,2,1.4,1.1,54319,11.84305143,10.53618884,67.5,79.7,63.2,75.1,5.7,24.2964422,72.14083467,0.091099348,1.423119537,0.014772867,1.039024991,0.994706389,2.725593992,22.78468546,9.480672153,36.15240993,32.78127377,21.58564415,79.59565123,20.40434877,75.26868322,71.18781346,59.01062272,14.31419582,4.080869755,4.326968007,3.622940095,1.102769384,2.554437556,0.704027912,20.40434877,18.6536245,7.242765023,13.15223825,1.750724277,79.59565123,20.40434877,75.26868322,71.18781346,59.01062272,14.31419582,4.080869755,4.326968007,3.622940095,
75219,751,"Dallas-Fort Worth, TX",1442.625,85.3,14.7,4.1,7.7,8.1,1299,7.2,1.8,3.9,9.4,9.8,59.7,25120,35.7,112.7,2.6,2.3,2.1,1.6,6.8,19.3,14.2,7.4,7.5,6.9,7.5,6.2,3.9,3.4,2.7,2.8,1.2,1.6,72559,9.510733899,6.665002496,80.5,87.3,78.8,85.4,2,78.26555695,8.87920997,0.232869033,7.576868343,0.17249558,2.466686791,2.406313338,19.63430937,61.58523438,9.364420662,9.304357322,17.44020968,63.89101234,87.34429497,12.65570503,85.45590433,73.92127554,71.65421026,2.805181863,11.5346288,1.888390633,0.807174888,0.62282013,0.184354758,1.081215745,12.65570503,9.262580967,7.035376183,2.964623817,3.393124066,87.34429497,12.65570503,85.45590433,73.92127554,71.65421026,2.805181863,11.5346288,1.888390633,0.807174888,
19145,753,"Philadelphia, PA",1528.791667,90.2,9.8,2.8,3.1,4.6,15162,74.4,7.5,4.4,1.2,2.1,5.3,46052,37.8,91.1,5.7,4.7,6.3,4.1,5.1,9.6,10.8,7.4,5.1,6,6.5,6.1,6.6,5.1,4.1,3.4,1.4,2.1,46540,17.81033949,13.71719465,63.2,76.7,56.4,69.6,10.7,53.50750388,28.91686598,1.185375982,13.14689726,0,2.110547481,1.13280942,7.138539175,49.95400426,13.40541754,32.86067046,25.02618976,28.70772224,76.53874991,23.46125009,69.39881399,62.07484152,54.18171904,9.740304001,7.323972463,7.139935928,5.497239452,2.733283348,3.002521982,1.642696476,23.46125009,19.68168496,8.077159021,12.99843228,3.779565128,76.53874991,23.46125009,69.39881399,62.07484152,54.18171904,9.740304001,7.323972463,7.139935928,5.497239452,
96797,754,"Urban Honolulu, HI",1651.833333,95.8,4.2,0.1,5,53.3,1510,7.7,1.7,7.3,16.1,5.6,8.2,73579,38.9,98.2,5.8,5.8,5.5,5.6,6.9,8.5,7.4,5.9,6.6,7.1,6.4,6.2,5.4,5.5,3.5,2.9,2.1,3,93034,6.450305173,7.752077656,67.2,82.3,63.1,77.4,3.3,8.436975906,1.170649088,0.097969214,64.74602727,10.23861315,0.552944888,14.75682048,6.632017668,7.17998107,6.598132268,30.42316598,36.50729026,26.47141149,82.62114181,17.37885819,80.07479742,77.18909435,73.60389685,6.854121938,2.885703073,2.546344391,2.167740148,1.211995291,1.036544544,0.378604243,17.37885819,15.43043147,10.14151488,6.729459566,1.948426715,82.62114181,17.37885819,80.07479742,77.18909435,73.60389685,6.854121938,2.885703073,2.546344391,2.167740148,
10940,755,"New York, NY",1719.541667,89.4,10.6,3,5.9,54.7,1636,8.1,8.4,6,8.3,6.9,6.4,48021,38,95,5.5,6.1,7.2,6.8,8,6.2,5.6,6.3,6.4,7,7.1,6.4,6,4.9,4.1,3.1,1.5,1.6,62486,12.49691717,13.31078462,63,77,60.2,74.2,4.2,61.58341632,17.89926097,0.306619844,2.806750878,0.028827507,12.76010273,4.615021752,30.71439803,48.13931548,11.70572651,33.71102507,33.7232525,20.85999592,76.3218708,23.6781292,73.59707516,67.19208085,59.59369503,10.51978064,6.404994309,2.72479564,2.279860656,1.314110302,1.158900424,0.444934984,23.6781292,21.96392233,12.32366433,12.08222674,1.714206878,76.3218708,23.6781292,73.59707516,67.19208085,59.59369503,10.51978064,6.404994309,2.72479564,2.279860656,
92024,761,"San Diego, CA",2354.625,92.4,7.6,0.8,3.9,57.7,3291,15.3,3.3,4.7,3.3,4.9,7.1,51381,43.1,96.5,5.7,5.4,6.1,5,3.6,6,6.9,6.6,7,7.6,6.7,7.7,6.9,6.4,4.6,3.2,2.2,2.4,116616,6.150649693,4.178484269,65.6,81.5,62.7,78.1,3.9,88.05902546,0.846285878,0.338514351,4.798798512,0.083436636,3.354152761,2.519786402,13.01373129,79.21474206,4.83655536,6.762741652,22.83304042,65.56766257,81.24302684,18.75697316,78.27656363,73.60372777,70.39771609,4.886132441,4.67283586,2.966463215,2.290477128,1.614491042,0.764586205,0.675986086,18.75697316,16.84058542,14.70433812,2.828640809,1.91638774,81.24302684,18.75697316,78.27656363,73.60372777,70.39771609,4.886132441,4.67283586,2.966463215,2.290477128,
92553,762,"Riverside, CA",2480.25,94.1,5.9,0.9,5.1,67.5,397,2,0.8,3.5,10.7,6.9,6.1,76102,28.8,96.7,7.4,8,8.9,9.1,9.5,8.4,7.3,6.8,6.6,5.9,5.4,5.2,4.1,2.9,1.6,1.2,0.7,0.7,51516,16.73688412,9.2398776,62.3,72.2,55.8,65.2,10.2,32.91827273,16.47512301,0.328614313,4.978950921,0.323285433,42.96143667,2.014316926,63.96610832,13.23161092,30.10934446,31.78912894,27.71644393,10.38508267,71.60779064,28.39220936,64.76939022,53.56063223,39.62256003,15.35887027,11.20875799,6.838400415,4.797892555,1.794351356,3.195716013,2.04050786,28.39220936,23.70443945,9.271894973,15.43444464,4.687769908,71.60779064,28.39220936,64.76939022,53.56063223,39.62256003,15.35887027,11.20875799,6.838400415,4.797892555,
29607,765,"Greenville, SC",1516.375,90.1,9.9,1.6,9.1,54.3,998,5.1,3.3,2.4,8.2,13.2,12.2,41273,35.6,88,5.6,6.1,5.5,5.9,8.2,10,7.9,6.2,7.3,6.6,6.3,5.8,5.5,4,3.4,2.6,1.6,1.3,60823,10.73324234,8.860327571,69.7,81.9,66.3,78,4.6,68.82173255,23.95385391,0.023725496,4.691716836,0.462647172,0.901568848,1.144755183,5.160295382,64.98116789,7.422554821,17.09885137,28.76348764,46.71510616,81.51103819,18.48896181,77.72225537,68.47777446,64.49134845,5.76148568,9.244480907,3.788782816,2.252386635,1.506563246,1.144838902,1.536396181,18.48896181,15.63618735,10.84054296,5.750298329,2.852774463,81.51103819,18.48896181,77.72225537,68.47777446,64.49134845,5.76148568,9.244480907,3.788782816,2.252386635,
33810,766,"Lakeland, FL",1339.166667,86.9,13.1,1.5,3.1,60.2,302,1.5,2.1,2.4,2.1,2.7,1.9,51139,40.9,97.5,6.1,6.6,6.4,5.6,5.4,6,5.4,7.3,5.8,5.3,6.2,6.7,6.5,5.8,5.2,4.3,3.2,2.3,58285,12.16085445,12.85258593,57.4,75.6,54.2,72.2,5.4,80.62066932,13.50680623,0.449653546,1.442331318,0.137598899,2.177011155,1.66592953,13.72303307,70.14841024,13.09054726,34.21293532,35.1761194,17.52039801,75.52094446,24.47905554,72.2814878,62.16485314,56.63893037,7.602588721,10.11663466,3.239456653,2.058886281,0.664959818,1.454377356,1.180570372,24.47905554,19.04558708,10.18419743,11.09096081,5.433468459,75.52094446,24.47905554,72.2814878,62.16485314,56.63893037,7.602588721,10.11663466,3.239456653,2.058886281,
89119,767,"Las Vegas, NV",1197.75,85.1,14.9,2.2,7.3,16.9,568,2.2,2,18.2,12.5,14.2,33.8,52378,34.8,110.6,5.7,5,4.8,7,9.1,9.3,9.5,7.6,6.7,6.8,6.3,6.2,5.4,4.5,2.6,1.6,1.1,0.9,35705,22.43035954,11.9151484,68.7,78.9,62.7,72.2,8.6,45.82341088,13.84182085,1.252518776,10.42544422,0.6182451,23.06283202,4.975728155,38.3953105,32.4853453,19.84108668,30.13088919,30.87600145,19.15202268,78.52822021,21.47177979,71.78811255,53.15500305,43.30706476,10.68871746,18.6331095,6.740107664,4.686719574,1.565014707,3.207725179,2.05338809,21.47177979,16.27726289,8.002663855,9.046006993,5.194516899,78.52822021,21.47177979,71.78811255,53.15500305,43.30706476,10.68871746,18.6331095,6.740107664,4.686719574,
22003,768,"Washington, DC",1558.041667,97.4,2.6,0.5,3,54,2842,14.6,0.4,0.9,3.2,19.9,6.9,59375,38.3,97.5,7,6.2,6.2,6.2,5.7,6,7.2,8.3,5.9,6.3,6.1,7,6.7,5.1,3.3,2.7,2.1,2,110086,7.319851894,5.508402165,70.4,84.3,67.1,80.4,4,53.83101215,7.441899843,0.575710113,21.42615248,0.122761715,12.86246455,3.739999153,24.20310714,43.31583626,13.28816764,16.92138018,19.9968489,49.79360328,84.24401833,15.75598167,80.88692799,66.57050738,63.70552633,3.77283783,14.31642061,3.357090333,1.903388201,1.583799989,0.336557498,1.453702132,15.75598167,12.46676848,10.74438599,2.667006052,3.289213191,84.24401833,15.75598167,80.88692799,66.57050738,63.70552633,3.77283783,14.31642061,3.357090333,1.903388201,
34741,770,"Orlando, FL",1777.75,75.5,24.5,2.9,8.1,23.9,1987,9.5,2.7,9.7,23.4,16.9,6.8,47710,33,105,8.2,7,7.1,6,6.3,8.9,10.2,6.7,7.9,4.6,5.8,4.3,5.8,4.2,2.7,2.1,0.8,1.2,38071,23.19352159,13.95002769,65.8,78,61.9,73.5,5.7,70.56624519,10.65420561,0.145684442,4.321055525,0.030236394,10.22264981,4.059923035,64.74986256,22.64705882,13.32277503,30.01390606,38.1025958,18.56072311,78.15365594,21.84634406,73.77133633,62.01875193,55.01597005,8.589483807,11.7525844,4.382319607,2.582683656,1.329120445,1.335989285,1.799635952,21.84634406,15.43084796,6.851667411,9.952948449,6.415496102,78.15365594,21.84634406,73.77133633,62.01875193,55.01597005,8.589483807,11.7525844,4.382319607,2.582683656,
19320,774,"Philadelphia, PA",1285.416667,94.6,5.4,2.2,3.2,61.4,4360,20.4,2.8,3.5,1.2,3.2,4,54617,40.2,94.7,7.1,6.9,6.6,5.1,5.8,6.5,5.5,6.2,6.5,6.9,7.1,7.2,6.7,5.2,4.3,2.5,1.7,2.2,75143,9.145845075,9.599849709,68.3,81.1,64.6,76.7,5.3,75.17567694,19.06680409,0.14991099,1.602173709,0,1.845779069,2.159655205,8.57537712,68.66626066,9.952030033,30.00556174,26.30005562,33.74235261,81.03070514,18.96929486,76.83690788,70.00771486,64.82641568,7.137787378,6.829193026,4.193797254,3.295787687,1.941058479,1.447307514,0.898009566,18.96929486,16.5190557,9.575682765,8.045054775,2.450239161,81.03070514,18.96929486,76.83690788,70.00771486,64.82641568,7.137787378,6.829193026,4.193797254,3.295787687,
22554,775,"Washington, DC",1482.708333,94.6,5.4,1.3,6.4,70.2,3324,17.3,0.4,0.9,1.5,5.7,1.5,57447,34.9,102.3,6.3,6.8,8.3,7.5,6.2,7.3,7.7,8.5,6.7,7.6,8.1,7,4.6,3.1,1.9,1.2,0.7,0.5,120890,3.202885877,6.881285527,71.6,80,66.3,74.2,3.7,64.17852582,19.57443897,0.26683087,4.627349024,0.129994527,7.017423828,4.205436964,14.08730159,58.08930852,6.576636589,20.63222915,29.77351178,43.01762248,82.23682315,17.76317685,79.48474107,74.29180715,72.78464598,7.717356849,5.192933921,2.752082073,1.850090775,1.694475664,0.414973632,0.901991297,17.76317685,15.18400046,13.62784934,2.96245065,2.579176393,82.23682315,17.76317685,79.48474107,74.29180715,72.78464598,7.717356849,5.192933921,2.752082073,1.850090775,
89129,775,"Las Vegas, NV",1644.916667,92.9,7.1,1.6,4.6,78.2,945,4.3,0.3,3.5,8.8,2.3,2.1,57116,39,100,6.5,6.7,6.4,6.6,5.8,6.1,6.2,7.4,6.7,8.2,6.8,7.1,6.3,4.6,3.7,2.5,1.4,1.1,75719,8.210617677,8.580934471,67.7,81.2,63.9,77.1,5.2,72.32528759,11.39260146,0.609526343,8.493472527,0.625041559,3.433295654,3.120774874,17.45461799,59.4210608,5.861098676,23.89844599,38.17548123,32.0649741,80.88142767,19.11857233,77.12349139,71.53806555,66.67333982,6.775153006,5.585425842,3.757936281,2.934279014,1.713092719,1.355602585,0.823657267,19.11857233,17.01367042,12.24332208,6.403363267,2.104901905,80.88142767,19.11857233,77.12349139,71.53806555,66.67333982,6.775153006,5.585425842,3.757936281,2.934279014,
33065,776,"Miami-Fort Lauderdale, FL",1469.875,90.9,9.1,1.8,6,33,1877,9.6,4,10.5,13.2,11.8,18,58171,35.6,88,7.5,7,7.7,8.2,6,6.8,6,7.6,8.2,6.1,6.6,6.8,5.3,3.9,3.2,1.2,0.8,1.1,55686,11.64373642,9.109341057,70.5,83,64,76.2,9,58.29422383,29.31859206,0.257220217,5.216606498,0.045126354,3.833483755,3.034747292,30.54151625,33.36191336,8.598407941,27.12301395,35.38302878,28.89554932,82.63399606,17.36600394,75.72239496,60.89226117,56.57643267,6.061556893,14.83013378,6.911601107,4.044841259,3.069287161,1.041161537,2.866759848,17.36600394,12.06321134,7.356590695,5.234332658,5.302792595,82.63399606,17.36600394,75.72239496,60.89226117,56.57643267,6.061556893,14.83013378,6.911601107,4.044841259,
92880,777,"Riverside, CA",1889.083333,95.3,4.7,2,4.1,86.6,239,1.3,0.1,2,0.6,0.9,5.5,69656,33.3,96.3,8.6,8.6,8.1,6.9,6.4,6.7,7,8.5,7.8,7.1,6.4,5.7,4.1,3.1,1.8,1.7,1,0.7,107076,5.660014427,6.732387593,68.8,79.6,65.4,76.1,4.9,45.43068667,8.11625994,0.522934702,25.19487642,0.368208704,14.78906342,5.577970152,38.17031611,25.25363312,10.82967314,19.36892027,34.05189836,35.74950823,78.92639917,21.07360083,75.25343015,70.85906926,64.73902589,7.918808053,4.394360885,3.672969023,3.14253383,1.680890188,1.546513273,0.530435193,21.07360083,18.23518318,13.34574945,6.329859965,2.838417653,78.92639917,21.07360083,75.25343015,70.85906926,64.73902589,7.918808053,4.394360885,3.672969023,3.14253383,
90006,780,"Los Angeles-Long Beach-Anaheim, CA",1941.125,91.5,8.5,1.2,4.5,10,686,3.2,3.9,12.1,15.8,16.8,37.8,59576,34.1,98,5.8,7,5.5,6.5,6.7,10.1,9.8,7.6,6.8,6.4,6.6,5.4,4.7,3.8,2.7,2,1.1,1.4,37072,21.31589274,5.896664487,69.6,81.1,64.7,76.2,7,32.82283473,3.651386484,0.966052538,20.84628706,0.235775242,39.78550713,1.692156822,69.0633672,5.493771778,38.99558596,23.89429682,17.28200181,19.82811541,80.63779568,19.36220432,75.59649033,47.06757658,29.05998255,18.71312022,28.52891375,5.041305352,2.886243522,0.903073529,2.02421879,2.15506183,19.36220432,13.70516702,3.822669198,10.24167479,5.657037303,80.63779568,19.36220432,75.59649033,47.06757658,29.05998255,18.71312022,28.52891375,5.041305352,2.886243522,
96817,783,"Urban Honolulu, HI",1727.666667,92.4,7.6,0.9,3.6,31.2,1532,7.4,1.3,3.4,4.7,7.3,44.4,56144,44.7,94.6,4.5,4.6,4.6,5,5.9,6.9,6.9,5.8,6.1,5.8,6.3,7.2,7.3,6,5.4,3.7,3.1,4.7,65231,13.07823752,7.958012938,61.8,81,58.7,76.9,4.1,9.801053248,1.046978183,0.108668394,65.67750564,6.752068879,0.737691215,15.87603444,6.804313299,8.697651091,14.88436853,25.23516827,28.64468367,31.23577954,80.78948169,19.21051831,77.48729342,73.4881456,66.50637611,9.185257327,3.999147822,3.30218827,2.52609794,1.190005174,1.418267036,0.776090331,19.21051831,16.88224731,7.301336093,10.53352406,2.328270992,80.78948169,19.21051831,77.48729342,73.4881456,66.50637611,9.185257327,3.999147822,3.30218827,2.52609794,
11210,785,"New York, NY",2015.541667,92,8,1.4,2.5,19.5,3206,13.5,14.9,5.5,2.6,2.3,41.7,64665,36.3,83.8,6.6,7.3,7.3,7.3,6.4,7.6,5.8,6.5,6.3,6.1,6,6.6,5.9,5.4,3.6,2.5,1.5,1.5,69385,10.56469759,5.991270637,64.1,79,60.1,74.2,6.1,28.71892162,61.50574139,0.117823265,4.203694458,0,3.816275587,1.637543684,6.592111832,26.9795307,8.037594214,25.75447804,28.32077141,37.88715633,78.24665834,21.75334166,73.40756291,67.19725758,55.12210677,13.35335229,6.210305333,4.839095427,4.108314953,1.767160054,2.519199596,0.730780474,21.75334166,19.43078845,11.00156786,9.800430496,2.322553214,78.24665834,21.75334166,73.40756291,67.19725758,55.12210677,13.35335229,6.210305333,4.839095427,4.108314953,
23188,786,"Virginia Beach, VA",1898.166667,87.2,12.8,2.1,11.2,61.5,2757,13.7,1.1,3.5,6.5,6.3,5.4,44499,45.8,92.5,3.9,6.3,5.8,5.3,5.6,5.4,5.3,5,6.2,5.8,6.4,5.7,8,6.7,7.7,5.3,2.9,2.6,85899,10.29603191,10.56896914,57.8,78.5,54,73.4,4.6,80.79212765,13.83369125,0.073395493,2.59602577,0.05164868,0.562698779,2.090412374,4.275967054,77.23108707,5.091420534,18.65916549,29.65307079,46.59634318,78.01223887,21.98776113,74.23929099,68.79088415,66.65541253,5.338679046,5.448406837,3.772947879,2.346486601,1.802067947,0.730111838,1.426461279,21.98776113,19.00400928,16.64908208,4.515720616,2.983751846,78.01223887,21.98776113,74.23929099,68.79088415,66.65541253,5.338679046,5.448406837,3.772947879,2.346486601,
10033,787,"New York, NY",1949.208333,94.2,5.8,2.8,1,0.8,130,0.6,0.8,1,1.9,9.6,85.3,58349,35.7,99.4,5.9,4.4,4.9,4.8,6.8,12.2,9.4,8,6.6,5.5,6.1,6.4,4.9,4.6,3,2.9,2.2,1.4,63093,14.58593425,10.04733666,68,80.9,62.4,74.7,8.2,42.56523427,11.02392775,1.377224708,2.635934531,0,34.05055273,8.347126014,65.66746358,26.29600114,19.64575603,18.1557282,20.06609462,42.13242115,80.11698894,19.88301106,73.99422718,65.7283711,50.1494291,16.8254617,8.265856088,6.122761756,4.768959616,1.154563335,3.614396281,1.353802141,19.88301106,18.35806789,6.776673734,12.5545991,1.524943166,80.11698894,19.88301106,73.99422718,65.7283711,50.1494291,16.8254617,8.265856088,6.122761756,4.768959616,
75080,788,"Dallas-Fort Worth, TX",1951.75,93.9,6.1,1.1,4.8,60.7,550,2.7,0.9,4.3,8.2,10.9,11.9,52531,32.3,99.2,7.2,5.1,6.1,7.7,11,8.7,8,6.7,5.4,4.9,5.7,4.2,5,3.6,3.6,2.3,2.3,2.6,77736,14.66270981,5.612993809,65.2,78.7,62.5,75.2,4.2,73.78563015,7.526501767,0.499411072,11.69611307,0.044758539,4.17196702,2.275618375,21.28386337,57.34982332,10.03638925,11.05763587,20.96490198,57.9410729,77.16075926,22.83924074,73.76988759,60.63333129,59.15903925,1.981079919,13.1365563,3.390871675,1.686221512,1.508077892,0.178143621,1.704650163,22.83924074,18.69586584,17.32907427,1.852079366,4.1433749,77.16075926,22.83924074,73.76988759,60.63333129,59.15903925,1.981079919,13.1365563,3.390871675,1.686221512,
97223,790,"Portland, OR",1605.583333,96.3,3.7,0,1.5,61,1483,7.3,1.5,4.8,7.1,6.1,11.4,50585,38.1,99.5,6.5,5.4,6.2,5.3,5.7,7.7,7.5,8.8,6.4,7.5,5.9,6.4,6.6,5.7,2.8,2.3,1.7,1.7,83350,8.366294339,8.875739645,72.1,84.4,69.4,81.7,3.6,83.77993718,0.934923439,0.397526502,8.149293286,0.559481743,2.559383589,3.61945426,9.967608952,76.96063997,6.033072237,16.36553525,29.59791123,48.00348129,84.23459863,15.76540137,81.39390168,75.1773491,69.86309894,6.695706285,6.216552582,2.840696951,2.464219042,1.571250778,1.225886745,0.376477909,15.76540137,13.80833852,9.937772246,5.099564406,1.95706285,84.23459863,15.76540137,81.39390168,75.1773491,69.86309894,6.695706285,6.216552582,2.840696951,2.464219042,
89122,791,"Las Vegas, NV",1389.75,84.9,15.1,4.3,8.5,51.8,899,4.2,1.8,7.9,10,5.4,5.3,49600,37.2,94,7.2,5.9,6.9,5.5,5.8,7.5,7.3,7.4,5.9,6.7,6.2,5.8,5.5,5.7,4.3,3,2,1.5,46448,15.70687915,13.26768503,62.4,78.3,57.3,72.1,8.1,51.52741147,10.065808,1.193250198,13.22817709,1.200932067,18.57219676,4.212224413,33.72852278,37.98427778,18.24191117,29.99342843,34.33839731,17.42626309,78.27724332,21.72275668,72.0394399,60.78948269,55.36307303,6.919100277,11.2499572,6.237803417,4.495189839,1.944606115,2.779965079,1.742613578,21.72275668,17.28576809,8.148173508,10.48307029,4.436988599,78.27724332,21.72275668,72.0394399,60.78948269,55.36307303,6.919100277,11.2499572,6.237803417,4.495189839,
23434,793,"Virginia Beach, VA",1232.916667,90.5,9.5,4.1,5.9,76.2,654,3.2,3.3,2.6,5.1,3.8,2.8,49625,37.5,90.2,6.8,6.7,7.3,6.7,5.9,6.9,6.7,6.4,5.7,6.4,6.9,7.3,6.2,4.7,3.4,2.7,1.5,1.7,63386,11.55040364,11.42275581,64.8,78,56.6,69,9,47.32745468,47.91187195,0.209459285,0.995578082,0.038788756,0.705955367,2.810891883,4.168498358,45.35181402,10.79089758,29.67880579,35.82255651,23.70774013,77.27192518,22.72807482,71.31109935,64.24916181,59.43532733,7.072525146,7.061937533,5.960825834,4.517381331,2.841009352,2.082230457,1.443444503,22.72807482,20.37762485,11.23345686,10.86289042,2.350449974,77.27192518,22.72807482,71.31109935,64.24916181,59.43532733,7.072525146,7.061937533,5.960825834,4.517381331,
