Zip Code,SizeRank,MsaName,2019 Average Rental Price,Total Occupied Housing Units %,Total Vacant Housing Units %,Vacancy Rate,Rental Vacancy Rate %,1 Unit_Detached %,Total 1Unit attached ,1 Unit_Attached %,2 Units %,3 to 4 Units %,5 to 9 units % ,15 to 19 units % ,20 or more units % ,Total population,Median age (years),Sex ratio (males per 100 females),Under 5 years (%),5 to 9 years (%),10 to 14 years (%),15 to 19 years (%),20 to 24 years (%),25 to 29 years (%),30 to 34 years (%),35 to 39 years (%),40 to 44 years (%),45 to 49 years (%),50 to 54 years (%),55 to 59 years (%),60 to 64 years (%),65 to 69 years (%),70 to 74 years (%),75 to 79 years (%),80 to 84 years (%),85 years and over (%),Median household income in the past 12 months (2019 inflation-adjusted $),Below the poverty level in the past 12 months (% population 20-64 years),Disability (% population 20-64 years),Labor Force Participation Rate (16+ years old),Labor Force Participation Rate (% population 20-64 years old),Employment/Population Ratio (16+ years old),Employment/Population Ratio (20-64 years old),Unemployment rate (16+ years old),White (% of population 16+),Black (% of population 16+),American Indian and Alaska Native (% of population 16+),Asian (% of population 16+),Native Hawaiian and Other Pacific Islander (% of population 16+),Other race (% of population 16+),Two or more races (% of population 16+),Hispanic (% of population 16+),White not Hispanic (% of population 16+),Less than high school graduate (% population 25-64),High school graduate (% population 25-64),Some college or associate's degree (% population 25-64),Bachelor's degree or higher (% population 25-64),Total in Labor Force (% of Sample Population),Total Not in Labor Force (% of Sample Population),Total in Labor Force and Employed (% of Sample Population),"Total in Labor Force, Employed, and With Health Insurance (% of Sample Population)","Total in Labor Force, Employed, and With Health Insurance  - Private Health Insurance  (% of Sample Population)","Total in Labor Force, Employed, and With Health Insurance  - Public Health Insurance (% of Sample Population)","Total in Labor Force, Employed, and With No Health Insurance (% of Sample Population)",Total in Labor Force and Unemployed  (% of Sample Population),"Total in Labor Force, Unemployed, and With Health Insurance (% of Sample Population)","Total in Labor Force, Unemployed, and With Health Insurance - Private Health Insurance (% of Sample Population)","Total in Labor Force, Unemployed, and With Health Insurance - Public Health Insurance (% of Sample Population) ","Total in Labor Force, Unemployed, and With No Health Insurance (% of Sample Population)",Total Not in Labor Force (% of Sample Population),Total Not in Labor Force and With Health Insurance (% of Sample Population),Total Not in Labor Force and With Health Insurance - Private Health Insurance (% of Sample Population),Total Not in Labor Force and With Health Insurance - Public Health Insurance (% of Sample Population),Total Not in Labor Force and With No Health Insurance (% of Sample Population),Total Population 18 to 24 Years Old,Less than high school graduate - Ages 18 to 24,High school graduate (includes equivalency) - Ages 18 to 24,Some college or associate's degree - Ages 18 to 24,Bachelor's degree or higher - Ages 18 to 24,Total Population 25 Years Old and Over,Less than 9th grade - Ages 25+,"9th to 12th grade, no diploma - Ages 25+",High school graduate (includes equivalency) - Ages 25+,0
60540,1701,"Chicago, IL",1557.291667,95.5,4.5,0.1,3.9,68.4,1947,11.6,1.9,1,5.2,6.6,5.3,45187,40,95.6,6.2,6,7,7.9,6.8,4.5,5,6.7,7.1,6.6,7.2,7.8,6.6,4.7,4.2,2.6,1.5,1.7,128247,5.069737392,4.378064075,66.2,81.5,63.2,78.1,4.3,80.4352066,2.90044858,0.264690312,13.79733081,0,0.944526483,1.657797219,6.489091973,75.26399376,2.945476436,7.000343997,19.86154111,70.19263846,80.66458519,19.33541481,77.27475468,73.55783527,71.05263158,3.218852215,3.716919417,3.389830508,3.044157003,1.966250372,1.260035682,0.345673506,19.33541481,18.23148974,16.39533155,2.512637526,1.103925067,80.66458519,19.33541481,77.27475468,73.55783527,71.05263158,3.218852215,3.716919417,3.389830508,3.044157003,
90804,1701,"Los Angeles-Long Beach-Anaheim, CA",1838.125,95.3,4.7,0.9,4.5,22.3,536,3.4,6.4,13.1,22.4,16.7,15.5,39239,32,96.3,6.6,5.7,5.3,6.5,9.9,12.2,9.8,7.6,6.8,6.9,6.5,5,3.5,3.2,2,1.2,0.5,0.9,52948,17.0266029,7.483933642,69.1,77.9,66.2,74.8,4.3,56.71411476,11.95439945,1.051835989,17.04037287,0.201549411,10.31995969,2.71776784,39.89418656,29.13333753,21.63047752,18.10913539,30.64790948,29.61247761,77.24142983,22.75857017,74.16129505,65.64239672,54.65865807,12.32420158,8.51889833,3.080134779,2.560064459,1.600498096,1.135364782,0.520070319,22.75857017,20.18751831,9.559038969,11.2327864,2.571051861,77.24142983,22.75857017,74.16129505,65.64239672,54.65865807,12.32420158,8.51889833,3.080134779,2.560064459,
38134,1703,"Memphis, TN",1418.333333,93.1,6.9,0,4.1,55.7,1164,7,0.8,8.6,18.6,4.2,4.8,45612,33.8,106.8,7,6,6.8,6.4,8.2,9,8.8,8.4,6.2,6.7,4.3,5.4,5.4,4.3,2.9,1.5,1.4,1.5,48740,12.00070385,9.192327996,61.9,70.9,57.4,66.4,7,48.28408272,47.08100017,0.673615346,1.571769141,0,1.51078339,0.878749238,5.444364362,44.71641626,10.82351035,32.85939968,35.23716936,21.07992061,82.72727273,17.27272727,77.4020202,65.59191919,58.97373737,8.751515152,11.81010101,5.325252525,3.749494949,2.323232323,1.616161616,1.575757576,17.27272727,14.9010101,7.555555556,8.804040404,2.371717172,82.72727273,17.27272727,77.4020202,65.59191919,58.97373737,8.751515152,11.81010101,5.325252525,3.749494949,
91016,1709,"Los Angeles-Long Beach-Anaheim, CA",1756.958333,94.5,5.5,0.4,4.8,58.4,1119,7.4,4.5,7.5,7,4.8,9.2,41105,40.5,94.7,4.7,6.5,5.9,5.6,6.1,6.8,6.2,7.5,8.2,7.7,7.6,6.9,6.1,5.1,3.3,2.5,1.7,1.8,77622,7.372364254,5.970495095,67.4,80.5,63.4,76.6,6,64.11109461,5.349769791,0.43665528,15.87702362,0.932719442,8.935095797,4.357641467,38.45239863,37.34739344,8.507092805,20.93231926,32.03298581,38.52760212,80.27011604,19.72988396,76.18793989,69.2942743,61.40764695,8.929046985,6.893665589,4.082176146,3.1500856,2.23701731,0.9435039,0.932090546,19.72988396,17.1770972,10.01712003,8.145330036,2.552786761,80.27011604,19.72988396,76.18793989,69.2942743,61.40764695,8.929046985,6.893665589,4.082176146,3.1500856,
95111,1711,"San Jose, CA",2687.125,98.1,1.9,0,0.4,49.4,2526,15.3,0.5,4.3,4,3.8,9.3,61830,34.8,101.7,7.2,6.2,7.7,7.6,7,7,7.7,6.4,8.1,6.8,6.2,5.7,5.9,3.8,2.6,2.2,0.8,1.2,73093,9.035743752,7.816783328,66,78,62.6,74,5.1,36.33955043,2.174233026,0.590869903,39.06049583,0.420547974,18.53144647,2.882856362,45.73459217,11.18237063,26.75352812,24.35831854,27.40047543,21.48767791,77.27402635,22.72597365,73.23391099,65.84998311,51.67190626,16.24620021,7.383927875,4.040115358,3.27626075,1.317259477,2.021356751,0.763854608,22.72597365,19.81605134,8.254306425,12.74909714,2.909922315,77.27402635,22.72597365,73.23391099,65.84998311,51.67190626,16.24620021,7.383927875,4.040115358,3.27626075,
22033,1714,"Washington, DC",2490.125,95.3,4.7,0.8,4.6,29.1,4579,28.9,0.5,2.3,9,16.8,13,39478,36.4,95.1,5.8,6.6,6.3,5.9,6.7,8.2,8.1,8.3,7.4,8.8,6.6,5.8,5.1,4.2,2.7,1.6,0.8,1.2,114742,5.871566792,4.513888889,74.3,85.4,71.4,82.1,3.2,58.82315643,6.873375182,0.164859552,28.84091053,0,1.582017627,3.71568068,7.6374358,53.13233149,2.058222009,9.238066229,19.82072147,68.8829903,85.13999687,14.86000313,82.53949632,78.6172376,77.5653058,3.08931644,3.92225872,2.600500547,2.142968872,1.798842484,0.344126388,0.457531675,14.86000313,12.77569216,11.89191303,1.536837166,2.084310965,85.13999687,14.86000313,82.53949632,78.6172376,77.5653058,3.08931644,3.92225872,2.600500547,2.142968872,
27560,1717,"Raleigh, NC",1767.708333,92.5,7.5,0.6,6,33.6,3433,23,0.6,2.3,8.1,17.9,13.8,35800,33.5,99.6,8.6,8.4,5.4,5,4.5,7.9,13.4,12,8.2,6.8,4.9,4.6,4.1,2.6,1.6,0.6,0.6,0.8,96830,6.085090266,4.119850187,78.3,85,75.1,81.7,3.9,43.02380865,18.26792963,0.128003511,34.5134038,0,1.492155213,2.574699192,4.374062831,40.32476319,2.888086643,9.029783394,20.10830325,67.97382671,84.49866977,15.50133023,81.32690389,74.40139674,73.32889924,2.136681077,6.92550715,3.17176588,2.490023279,2.336215497,0.153807782,0.681742601,15.50133023,13.96740938,12.96558031,1.342700366,1.533920851,84.49866977,15.50133023,81.32690389,74.40139674,73.32889924,2.136681077,6.92550715,3.17176588,2.490023279,
21045,1718,"Baltimore, MD",1812.666667,96,4,1.3,5.1,42.3,5006,31.8,0.7,1.4,6.6,11.3,5.8,40365,37.2,97.8,6.5,7,6.4,6.5,5.4,6.2,7.7,7.3,7.7,6.7,7,4.8,6.1,4.5,4.3,3,1.6,1.3,103932,5.64584035,7.536207477,70.8,85.3,66.8,80.8,4.7,52.6123975,28.32008546,0.801156178,13.24264036,0.034559678,1.941625562,3.047535267,10.30820949,44.99984291,5.602708594,12.04953388,23.92746162,58.4202959,85.18487605,14.81512395,81.57499374,77.9859778,72.89040982,7.549453301,3.589015942,3.609882314,3.351139304,2.478924965,0.913947083,0.25874301,14.81512395,13.8469243,8.463400384,5.951089225,0.968199649,85.18487605,14.81512395,81.57499374,77.9859778,72.89040982,7.549453301,3.589015942,3.609882314,3.351139304,
50315,1718,"Des Moines, IA",1479.25,90.7,9.3,0.8,7,70.3,923,5.8,2.2,0.7,2,3.7,13.8,35795,38,94.6,6.4,6.9,6.3,6.7,5.6,7.2,6.5,7.3,7.5,6.4,6.1,7.4,6.4,4.4,3.2,2.5,1.5,1.5,51614,13.07966157,15.59480327,68.4,81.2,65.2,78.3,4.6,84.75965104,5.767668562,0.664005934,3.733267404,0,2.433511108,2.641895949,11.02673683,77.31783986,13.23177256,34.08060325,33.55072095,19.13690325,81.67546477,18.32453523,78.76979573,71.14987377,61.14298829,14.82212532,7.619921965,2.905669038,2.73123709,0.941014459,1.79022263,0.174431949,18.32453523,16.88776681,7.137938949,12.2423686,1.436768419,81.67546477,18.32453523,78.76979573,71.14987377,61.14298829,14.82212532,7.619921965,2.905669038,2.73123709,
29461,1719,"Charleston, SC",1273.041667,91.7,8.3,0.5,3.9,66.1,66,0.4,1.5,1.5,2.3,2.3,0.3,38324,38.1,101,6.6,7.3,6,6.4,5.8,7.6,6.2,7,6.8,7.1,6.2,6.4,6.4,5.6,3.6,2.3,1.4,1.4,64679,10.3269922,13.64951346,62.5,74.7,58.9,70.3,3.9,68.79661694,26.36188066,0.592701119,0.266382525,0.136521044,1.631592968,2.214304742,3.516249334,67.41142781,9.781659389,31.60116448,37.67588549,20.94129064,75.09893589,24.90106411,72.095682,64.79641193,61.63486061,7.426787442,7.299270073,3.003253891,1.604959986,1.200422126,0.637586844,1.398293906,24.90106411,20.13015566,12.50109929,9.722100079,4.770908451,75.09893589,24.90106411,72.095682,64.79641193,61.63486061,7.426787442,7.299270073,3.003253891,1.604959986,
12601,1720,"New York, NY",1498.375,89.8,10.2,3.8,5.3,31.2,886,4.9,15,16.6,8,7.6,14.5,41392,34.8,95.6,5.7,4.6,5.2,9.7,10.3,8.5,6.2,7.2,5.4,5.9,6.6,6.7,4.6,4,3.7,2.2,1.5,1.9,48132,16.95752775,13.16130044,64.1,78.1,58.8,71.6,8.2,58.24793006,27.71698222,0.167911528,2.556308262,0.014475132,5.946384112,5.350008685,13.65583927,52.17705981,13.46525324,26.02120141,36.19316843,24.32037691,77.89948454,22.10051546,71.48650697,64.5732262,52.72892662,13.33762887,6.913280776,6.412977562,5.41616131,2.152819891,3.737113402,0.996816252,22.10051546,20.28123105,10.65039418,11.43117041,1.819284415,77.89948454,22.10051546,71.48650697,64.5732262,52.72892662,13.33762887,6.913280776,6.412977562,5.41616131,
38127,1722,"Memphis, TN",1021.041667,77,23,1,12.5,72.3,188,1,2.6,3.2,12,5.8,1.6,43086,28.7,83.3,10,9.7,9.7,7.3,7.2,7.8,5.4,5.8,5.2,5.3,5.5,5.9,5.2,4.6,2.4,1.4,0.8,0.6,29798,31.99062419,16.73322337,57.6,68.2,51.3,60.5,11,14.58565025,81.25231692,0.272975432,0.839146699,0,1.856906952,1.193003741,3.700333637,13.20055269,21.06954557,40.67285965,27.7981421,10.45945267,67.69941801,32.30058199,59.87675454,46.41389935,36.32745635,11.70831907,13.46285519,7.822663471,4.707292023,1.270968846,3.470558028,3.115371448,32.30058199,24.91013352,8.083704211,19.2998973,7.390448477,67.69941801,32.30058199,59.87675454,46.41389935,36.32745635,11.70831907,13.46285519,7.822663471,4.707292023,
80906,1725,"Colorado Springs, CO",1068.541667,92.4,7.6,0.7,4.9,58,1774,10.8,2,6.2,6.9,7.7,5.4,37608,39.1,101.2,7.1,5,6.5,4.6,7.4,7.4,7.6,5.9,6.1,5.4,5.6,6,6.3,6.3,4,3.2,2.1,3.4,68701,7.599889523,10.29736697,58.6,73.8,52,64.9,4.4,84.55204216,4.542160738,1.373517787,3.623188406,0.471014493,2.052042161,3.386034256,11.87417655,75.94532279,5.086357154,17.46685681,30.97765806,46.46912798,74.05075743,25.94924257,70.67184733,65.62561479,56.83159551,13.17627385,5.04623254,3.378910092,3.18217588,1.982097187,1.362384419,0.196734212,25.94924257,24.48849105,18.54711784,8.533346449,1.460751525,74.05075743,25.94924257,70.67184733,65.62561479,56.83159551,13.17627385,5.04623254,3.378910092,3.18217588,
32811,1729,"Orlando, FL",1334.791667,84.8,15.2,5.5,6.6,29.9,615,3.5,1.5,9.9,10.9,22.4,21.1,41057,30.8,89.9,7.2,6.9,6.8,5.7,8.6,12.8,10.3,8,5.8,6.2,4.7,4.9,4.2,3.3,1.9,1.3,0.7,0.8,38768,19.51001564,9.728944821,71.2,79.8,66.2,75.2,6.8,36.35684027,52.85945677,0.059182656,1.88761525,0,7.033391478,1.803513581,23.20583105,20.38998256,12.74480394,27.14806085,36.19884294,23.90829226,80.04393995,19.95606005,75.28011717,59.05162944,53.28451117,6.741120469,16.22848773,4.763822776,3.496887587,2.460637129,1.285243501,1.266935189,19.95606005,14.54412303,6.07103625,9.062614427,5.411937019,80.04393995,19.95606005,75.28011717,59.05162944,53.28451117,6.741120469,16.22848773,4.763822776,3.496887587,
30152,1732,"Atlanta, GA",1467.083333,94.6,5.4,0.8,6.9,73.2,1076,6.7,0,0.2,2.3,8.5,5.9,43030,37.5,92,7.8,5.7,7.7,7.1,5.9,6.1,7.2,6.1,6.2,8.2,7.9,7.6,6.6,4.3,2.3,1.9,0.8,0.7,92805,5.275445269,5.01186128,69.9,81.6,67.3,78.5,3.1,73.78672929,17.01589595,0.123434489,6.066353565,0.039137765,1.408959538,1.559489403,7.725192678,67.46447495,6.163129422,16.68747399,24.41947566,52.72992093,81.48493785,18.51506215,78.86072642,73.51151592,72.36179029,2.695136063,5.349210497,2.62421143,1.452088544,1.287842025,0.164246519,1.172122886,18.51506215,16.45824779,15.08454963,2.329314271,2.056814364,81.48493785,18.51506215,78.86072642,73.51151592,72.36179029,2.695136063,5.349210497,2.62421143,1.452088544,
91913,1741,"San Diego, CA",2027.875,94,6,0,5.5,60.2,2709,16.8,0.1,3.6,4.4,4.2,8.1,54114,33.9,99.3,6.8,9.9,7.3,6.8,7.2,7,6.7,9,7.4,8.2,5.3,4.4,5.2,3.6,2.3,1.4,0.8,0.8,103127,5.054184779,5.23480071,66.5,78,59.3,70,7,52.39333383,5.960428893,0.770126043,30.99323973,0.089146423,5.935665998,3.858059084,46.55424312,14.45905455,6.276092402,13.1644865,37.39910938,43.16031172,76.52442795,23.47557205,71.45640074,65.39270254,60.83487941,8.438466296,6.063698207,5.068027211,3.89301175,2.625231911,1.750154607,1.175015461,23.47557205,20.92145949,17.9746444,5.35868893,2.554112554,76.52442795,23.47557205,71.45640074,65.39270254,60.83487941,8.438466296,6.063698207,5.068027211,3.89301175,
33428,1742,"Miami-Fort Lauderdale, FL",2259.791667,88.7,11.3,2.3,7.1,48.9,1554,10,0.4,3.7,4.9,7.4,17.1,41441,40.6,97.2,5,7.4,5.7,6.1,6.8,6.2,6.1,6,6.1,7.1,7.9,6.7,6.3,5.1,3.1,3.8,1.6,2.9,71239,9.430351399,6.93432143,64.5,79,61.3,74.9,4.9,85.72963295,6.171292152,0.322291853,3.915249179,0.059683677,2.405252164,1.39659803,22.18442256,66.21307073,6.045699048,22.697807,29.28600984,41.97048412,78.53928557,21.46071443,74.54900243,63.4821393,60.42770101,4.300903986,11.06686313,3.990283143,2.305762415,1.206642507,1.170801641,1.684520728,21.46071443,16.30759428,13.74696348,3.727450121,5.153120147,78.53928557,21.46071443,74.54900243,63.4821393,60.42770101,4.300903986,11.06686313,3.990283143,2.305762415,
11743,1743,"New York, NY",2333.583333,91.7,8.3,1.5,7.3,87.7,426,2.6,3.6,3.8,0.6,0.3,1.2,41878,47.2,97.9,4.5,5.5,6,6.9,5.4,4.4,4.2,4.9,4.9,7.5,9.1,9.7,8.2,5.4,5,3.1,2.5,2.8,128187,5.766871166,4.658486708,63.6,79.3,61.2,76.2,3.7,87.01675071,5.758418826,0.115921869,2.987886165,0,2.906740857,1.214281574,7.676925752,82.3508955,4.193344756,12.17873568,20.73676616,62.8911534,78.77869382,21.22130618,75.80019399,73.89670223,71.97300356,3.261396702,1.903491756,2.978499838,2.934044617,2.287423214,0.7719043,0.044455221,21.22130618,19.80682186,16.54138377,3.875687035,1.414484319,78.77869382,21.22130618,75.80019399,73.89670223,71.97300356,3.261396702,1.903491756,2.978499838,2.934044617,
55423,1746,"Minneapolis-St Paul, MN",1892.041667,96.4,3.6,0.6,2.7,59.5,304,1.9,1.1,1.5,2.5,9.1,23.7,36300,35.7,101.2,6.3,6.4,5.4,5.1,4.9,10.3,10.3,7.8,5.9,5.3,5.4,6,5.6,5,3.5,2.3,1.9,2.7,66852,8.16829465,9.530423873,73,87.2,70.5,84.2,3.4,71.4421866,10.83086558,0.432281562,7.069675619,0.054460669,7.134347663,3.036182307,12.9480241,66.76197284,9.72215464,17.31302613,29.26864873,43.6961705,87.15543304,12.84456696,84.12324382,76.76951805,69.3491019,9.727903254,7.353725769,3.032189223,2.36973146,1.271563222,1.200426818,0.662457763,12.84456696,10.87053174,6.295571759,5.606437845,1.974035213,87.15543304,12.84456696,84.12324382,76.76951805,69.3491019,9.727903254,7.353725769,3.032189223,2.36973146,
27502,1748,"Raleigh, NC",1471.25,95.5,4.5,0.6,3,76.8,1916,12.6,0.3,0.9,1.2,2.4,4.3,41455,38.1,98,6.2,8.8,9.4,6.9,4.7,4,5,8.3,10,10.2,7.6,6.4,3.6,3,2.9,1,0.8,1.2,115685,4.64778504,5.03510046,73.2,84.9,71.2,82.8,2.5,83.83821897,5.986812039,0.179539074,7.067310831,0.045700855,1.302474375,1.579943853,6.910622185,78.6511719,2.722815619,6.500612852,21.2046927,69.57187883,84.4621832,15.5378168,82.52644183,78.49930154,77.81680303,2.418678906,4.027140291,1.935741369,1.712233087,1.337058471,0.375174616,0.223508282,15.5378168,13.81361006,12.49650768,2.015565755,1.724206745,84.4621832,15.5378168,82.52644183,78.49930154,77.81680303,2.418678906,4.027140291,1.935741369,1.712233087,
30213,1751,"Atlanta, GA",1535.125,96.2,3.8,1.4,0,74.4,496,4.2,0.7,1.2,4.9,8.5,5.1,33926,33.1,89.3,7.7,8.9,8.2,5.7,8.1,7.3,8.6,10.2,6.3,6.2,5.5,3.9,5,4.2,1.7,1.4,0.7,0.5,58016,8.522672339,8.817557769,71.8,81.9,68.5,78.8,4.5,19.77423586,77.73758893,0.158988831,0.298104058,0,1.494495012,0.536587305,6.685480345,15.39011884,5.826973428,25.95955657,38.82234973,29.39112027,81.85972677,18.14027323,78.91091014,66.34596883,62.16086204,6.878968636,12.56494131,2.948816625,2.020396383,1.260342505,0.760053877,0.928420242,18.14027323,13.49817202,8.206657687,7.331152588,4.642101212,81.85972677,18.14027323,78.91091014,66.34596883,62.16086204,6.878968636,12.56494131,2.948816625,2.020396383,
89101,1754,"Las Vegas, NV",1294.791667,82.1,17.9,8.8,9,23.1,634,3.4,3.7,16.8,8.7,8.7,33.6,42592,34.3,128.3,6.5,6,7,6.8,7.4,8.6,8.7,6.8,7.2,6.1,6.8,6,5.7,4.2,2.9,1.8,0.9,0.5,25310,25.59036145,14.17608897,50.7,59.4,46,53.9,9.1,44.24912551,16.89986364,2.670895832,3.735104049,0.512835715,27.91842058,4.013754669,53.19558902,22.81674275,36.0120922,32.14510644,24.36075072,7.482050636,69.08409942,30.91590058,62.87878788,41.1814777,33.00561798,9.154749745,21.69731018,6.205311542,4.251787538,1.093803201,3.294177732,1.953524004,30.91590058,21.62495744,5.022131427,17.4710589,9.290943139,69.08409942,30.91590058,62.87878788,41.1814777,33.00561798,9.154749745,21.69731018,6.205311542,4.251787538,
83706,1756,"Boise City, ID",1190.791667,92.8,7.2,0.3,2.5,54.4,1325,8.9,3.6,6.9,4.6,6.2,13.6,32904,31.3,102.8,5.1,4.1,3.6,10.8,14.9,10,7.3,5.6,5.3,4.8,5.2,5.3,5.3,4.4,3.5,2.1,1.3,1.5,50017,19.79569431,7.594634589,66.6,80,63,76.1,4.9,89.81060871,1.229995108,0.877070375,3.012090293,0.139772171,2.002236355,2.92822699,7.858690335,85.4811657,2.498442368,16.33021807,29.88785047,51.2834891,78.13961857,21.86038143,74.56369198,67.40734077,65.86002159,2.761784815,7.156351205,3.575926592,2.496401583,2.262504498,0.494782296,1.079525009,21.86038143,18.98164807,15.99496222,4.28661389,2.878733357,78.13961857,21.86038143,74.56369198,67.40734077,65.86002159,2.761784815,7.156351205,3.575926592,2.496401583,
28208,1760,"Charlotte, NC",1199.291667,88.1,11.9,3.3,7.7,57.8,1077,6.4,3.5,6.6,9.2,7.2,7.1,40284,31.6,85.3,8.6,8.1,7,6.2,7.2,9.9,8.6,7.4,4.7,5,6.6,6.7,4.9,3.2,2.6,1.4,1,1,36062,19.2213616,13.23685283,70,79.4,63.3,72.4,9.4,19.1464591,66.37394804,0.59874264,5.77786648,0,5.242324452,2.860659282,8.502145494,16.00306024,19.36124977,29.19208726,30.15806988,21.28859309,79.07284238,20.92715762,71.97692123,55.30090552,46.67441301,10.71800625,16.67601571,7.095921148,3.137270615,1.923231028,1.310201138,3.958650533,20.92715762,16.45965222,5.004407404,12.82154019,4.467505409,79.07284238,20.92715762,71.97692123,55.30090552,46.67441301,10.71800625,16.67601571,7.095921148,3.137270615,
89128,1761,"Las Vegas, NV",1214.208333,87.9,12.1,0.3,7.7,54.6,827,4.9,0.7,13.4,13.3,8.7,3.9,35666,40.4,90.2,4.9,4.6,6.1,5.5,6.7,7.7,8,5.9,6.7,6.8,6.3,7.7,6.6,5.4,4.5,4.1,1.3,1.2,57456,11.71057947,9.372054401,65.7,80.5,61.9,76,5.5,66.22234251,13.1707152,0.977738683,9.033087489,0.331551526,6.380675282,3.883889302,25.29941133,49.20833615,10.03268796,25.0389741,33.55795826,31.37037968,80.62377647,19.37622353,76.17458623,67.21836626,61.58124221,7.265527674,8.956219968,4.449190247,3.181171027,1.637302011,1.895355045,1.268019221,19.37622353,16.63552233,10.54458089,8.124221392,2.740701192,80.62377647,19.37622353,76.17458623,67.21836626,61.58124221,7.265527674,8.956219968,4.449190247,3.181171027,
73112,1764,"Oklahoma City, OK",1101.375,88.8,11.2,1.1,9.6,62.7,368,2.2,2.2,4.4,8,8.7,11.1,33622,35.2,93.4,7.3,5.7,4.7,4.4,7.1,10.2,10.2,7.7,6.1,5.2,5.3,6.4,6.3,5.2,2.7,2.3,1.6,1.6,49122,14.81874366,12.77096209,70.8,81.4,67.8,78.3,4.2,71.2109561,9.348566407,3.02464389,6.408143835,0.201398806,4.921454466,4.884836501,14.95843861,61.73422681,13.05451907,23.84432007,29.84556385,33.25559701,81.53860235,18.46139765,78.52272207,59.05450551,56.73882202,3.68404192,19.46821656,3.01588028,1.642945403,1.272252986,0.540021052,1.372934877,18.46139765,12.58981282,7.477918631,6.045489909,5.871584824,81.53860235,18.46139765,78.52272207,59.05450551,56.73882202,3.68404192,19.46821656,3.01588028,1.642945403,
30305,1767,"Atlanta, GA",1437.291667,84.4,15.6,3.2,9.5,30.3,694,4.6,1,1.7,3.7,5.7,52.8,24551,38.5,99.2,4.6,4.9,4.3,3.4,6.8,11.5,9.4,7,7,7.5,5.8,6,4.7,5.4,5.2,3,2,1.4,99556,8.583292018,2.677243431,71.3,85.3,70.4,84.3,1.2,83.33174361,9.180656238,0,4.587943533,0.057230065,0.92045021,1.921976345,4.621327738,79.57840519,2.390823659,4.49143173,12.631288,80.48645661,85.37293159,14.62706841,84.43442825,80.65571746,80.30995307,0.685354408,3.778710793,0.938503334,0.790318597,0.790318597,0,0.148184737,14.62706841,12.79945666,11.89799951,1.308965177,1.827611756,85.37293159,14.62706841,84.43442825,80.65571746,80.30995307,0.685354408,3.778710793,0.938503334,0.790318597,
33880,1770,"Lakeland, FL",1498.875,83.5,16.5,2.1,5.6,61.5,179,1.1,4,7,3.8,1.2,3.3,40519,39.2,97.8,6.4,6.6,7,6.7,5.5,6.5,6.7,5.4,6.3,6.7,5.9,5.9,7,5.6,4.2,3.9,1.7,2,44239,15.52707182,12.22541436,57.6,73.8,54.5,69.8,5.1,77.56438511,15.68855865,0.280209055,2.200743026,0,2.150368365,2.115735785,23.28253888,57.48693407,22.42317306,35.6565211,30.50041661,11.41988923,73.32344343,26.67655657,69.54055587,50.90536236,47.87730704,4.15375889,18.63519351,3.782887561,1.919804529,0.45377198,1.496574894,1.863083032,26.67655657,19.97469349,9.171429818,12.98485972,6.701863083,73.32344343,26.67655657,69.54055587,50.90536236,47.87730704,4.15375889,18.63519351,3.782887561,1.919804529,
33611,1772,"Tampa, FL",1416.916667,88.3,11.7,2.5,8,49.5,1602,9.5,0.7,3.9,7.3,8.8,17.1,33070,41.6,106.8,5.9,4.9,4.9,4.2,3.7,9,7.5,8,6.9,8.4,8.7,6.7,5.9,5.4,3.5,2.3,2.1,2.1,67421,7.968276184,8.696057849,68.8,81.7,65.1,77.4,3.2,84.69061296,6.56584018,0.029084563,4.671707991,0,1.763251654,2.279502654,14.32778303,73.05315204,5.324829427,20.39454168,21.20043508,53.08019381,81.33163578,18.66836422,78.86546895,70.72193144,68.20389494,4.239166313,8.143537511,2.466166832,1.325034187,0.9760928,0.348941387,1.141132645,18.66836422,16.19276654,11.97717735,5.818833404,2.47559768,81.33163578,18.66836422,78.86546895,70.72193144,68.20389494,4.239166313,8.143537511,2.466166832,1.325034187,
46219,1774,"Indianapolis, IN",1270.125,89.6,10.4,1.7,12.3,63.8,1028,5.8,2.1,3.2,7.9,5.1,8.5,36940,38.5,91.8,7,6.4,6,5.1,5.1,7.9,8.4,5.8,5.3,6.6,7.3,6.2,6.8,4.9,3.7,2.6,2.1,2.8,40497,17.91425577,16.31509408,62.9,76.3,56.8,69.1,9.7,75.97058321,18.40602018,0.191551223,1.375064135,0.112878399,1.888147768,2.055755088,8.541132205,69.47494442,15.96052238,32.16528761,26.32838202,25.545808,76.21948468,23.78051532,68.89580795,58.413429,52.5156807,8.068227968,10.48237895,7.323676729,4.941112766,2.116330491,2.824782275,2.382563964,23.78051532,19.0018501,8.131402013,12.86494292,4.778665223,76.21948468,23.78051532,68.89580795,58.413429,52.5156807,8.068227968,10.48237895,7.323676729,4.941112766,
